<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+0,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+1,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+2,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+3,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+4,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+5,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+6,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+7,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+8,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+9,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+0,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+1,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+2,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+3,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+4,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+5,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+6,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+7,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+8,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+9,"NoWind,0.1,0.1,mean","NoWind,0.1,0.1,std","NoWind,0.1,0.1,min","NoWind,0.1,0.1,max","Windy,0.1,0.1,mean","Windy,0.1,0.1,std","Windy,0.1,0.1,min","Windy,0.1,0.1,max"
22038142700.0,134853474800.0,22381482400.0,134916204200.0,22229085200.0,134835954900.0,22204752600.0,137839118100.0,22715701600.0,137892309900.0,21351437300.0,148609515700.0,22363162700.0,135105195000.0,21978796800.0,262197522900.0,148813435600.0,262214026100.0,148250295200.0,262387253400.0,79.19062264,59.96363516176851,22.0381427,137.8923099,143.32706407,98.22037989476168,21.3514373,262.3872534
21299333500.0,134931522800.0,20783482500.0,134823890700.0,22494922400.0,135040866500.0,22413428600.0,137585994100.0,22536861900.0,137640439900.0,22589378900.0,135025982800.0,22291391100.0,134916488400.0,22621375500.0,262434522600.0,148677883400.0,262331560600.0,148517040700.0,262374113700.0,78.95507429,60.14584135684128,20.7834825,137.6404399,142.17797377,98.03624708081159,22.2913911,262.4345226
22498948400.0,134961453400.0,21645215700.0,135184728800.0,22316867700.0,135199733800.0,23074341400.0,137944927500.0,22943853700.0,137686929300.0,22640451600.0,135017297600.0,23214124600.0,135021964800.0,22908254000.0,262158369500.0,148465302900.0,262106036200.0,147964001800.0,262377468900.0,79.34569997,59.934382257512915,21.6452157,137.9449275,142.18732719,97.79134721880897,22.6404516,262.3774689
21659203000.0,134640348900.0,21896911800.0,135083471500.0,21065859100.0,169000.0,21860345900.0,137900549100.0,21762018800.0,138034602400.0,22630126900.0,134781164300.0,23039672200.0,134950933300.0,21559040600.0,262079110600.0,148445990200.0,261812001400.0,148647346500.0,262248287900.0,65.39034795,61.491219880685186,0.000169,138.0346024,142.01936739,97.93866862289333,21.5590406,262.2482879
22277368800.0,134641295800.0,21454588500.0,135132112800.0,22432302400.0,134692540100.0,22995375900.0,138032849300.0,22120601500.0,138019302800.0,22852735100.0,135280021900.0,23000386500.0,135167175900.0,22239374500.0,262166964300.0,148789117200.0,262106666700.0,148673719600.0,262359776800.0,79.17983379,60.01562619394697,21.4545885,138.0328493,142.26359385,97.88516750196108,22.2393745,262.3597768
22992957700.0,135001565000.0,22424526500.0,134877999000.0,21804747100.0,134886169100.0,22825063500.0,137774045600.0,23072617800.0,137942208700.0,21701368000.0,135061594800.0,23043855900.0,135067251900.0,22813634900.0,289561833100.0,148614045800.0,262075637000.0,148451677100.0,262208603200.0,79.36019,59.81585677857346,21.8047471,137.9422087,144.85995017,101.96418610390216,21.701368,289.5618331
21523577000.0,134807730300.0,21506797800.0,134682216200.0,21053773400.0,135084097200.0,21971814900.0,137925197200.0,21447276800.0,138182949700.0,22300355000.0,135179419800.0,21924570700.0,135002898200.0,22486168800.0,262984742000.0,148684714300.0,262045730200.0,148398069000.0,262498984400.0,78.81854305,60.43013557978792,21.0537734,138.1829497,142.15056524,98.19415783789857,21.9245707,262.984742
21890206100.0,134577688000.0,20923807600.0,135017658300.0,22857009400.0,135329341500.0,22962289900.0,137948935700.0,22453082300.0,137799039600.0,22668407200.0,135132940400.0,22961785000.0,135033975400.0,25173119700.0,262415654100.0,148558659400.0,262188290800.0,148200201600.0,262149759400.0,79.17590584,60.051860679083376,20.9238076,137.9489357,142.4482793,97.53341096420435,22.6684072,262.4156541
21925759700.0,134560741900.0,22375353100.0,135291416500.0,21426700900.0,134774214200.0,22185751500.0,137907379300.0,22709860000.0,216600.0,22495162700.0,135111142600.0,22978078500.0,136286352200.0,24169690600.0,262290713000.0,148643324200.0,262128168800.0,148361990500.0,262391343900.0,65.31573937,60.90053895993488,0.0002166,137.9073793,142.4855967,97.68922764093796,22.4951627,262.3913439
21486264600.0,134993334100.0,21304501500.0,135063090200.0,21458005800.0,134928883500.0,22253703600.0,137888224100.0,21652371900.0,137652251200.0,22781790000.0,135132208100.0,23025260900.0,135526162000.0,22062040600.0,288609092000.0,163706202600.0,262128700700.0,148497323500.0,262219956800.0,78.86806305,60.34223967228394,21.3045015,137.8882241,146.36887372,101.94913429891099,22.0620406,288.609092
23703173900.0,134950850700.0,21348853100.0,134768832100.0,22536940100.0,135133316100.0,23123137500.0,137430670300.0,22763342100.0,137961923500.0,22073656900.0,135065932800.0,23535041800.0,134968059900.0,22887974700.0,262156306300.0,148717743000.0,262296312700.0,148450170200.0,262408906400.0,79.37210394,59.7542493596669,21.3488531,137.9619235,142.25601047,97.86305682350985,22.0736569,262.4089064
22032353400.0,134279168600.0,22294161100.0,134849262100.0,21858173900.0,134972869500.0,21992700100.0,138064567200.0,22332328100.0,137963128700.0,21887538900.0,135333425900.0,21988431300.0,135244772600.0,22545419400.0,262163784800.0,148743123800.0,262145980500.0,148645879800.0,262517441700.0,79.06387127,60.055744495799715,21.8581739,138.0645672,142.12157987,98.13685922619747,21.8875389,262.5174417
21287265900.0,134250907600.0,20891229200.0,134979809100.0,171800.0,134859828300.0,22803288300.0,137903736100.0,22365366400.0,137624881800.0,22761896000.0,135158628900.0,23025318700.0,135132694500.0,22939836000.0,262268836500.0,148743542000.0,262127863700.0,148740607700.0,262346771000.0,76.69664845,62.781905346018746,0.0001718,137.9037361,142.3245995,97.81529452882643,22.761896,262.346771
22240157400.0,134457980800.0,21521416100.0,134997360500.0,22645736400.0,135109080800.0,23117495500.0,137738701100.0,22890286100.0,137637620500.0,21675165100.0,134984822200.0,23402039100.0,134983187100.0,22284576500.0,262263583700.0,148889972700.0,262256378200.0,148469770100.0,262594048300.0,79.23558352,59.83309766214129,21.5214161,137.7387011,142.1803543,98.05362940176222,21.6751651,262.5940483
21341875000.0,134749889100.0,22333847600.0,134758959000.0,22015396500.0,135302488400.0,22588595200.0,137833304500.0,21296714200.0,138192775900.0,22219254900.0,135182463500.0,22953408200.0,134930543900.0,21434524900.0,262292892900.0,148727137600.0,262053619800.0,148509923000.0,262564958700.0,79.04138454,60.2281589548423,21.2967142,138.1927759,142.08687274,98.12618106871186,21.4345249,262.5649587
21355968300.0,134669266200.0,21582403000.0,135053109300.0,20864163700.0,135511536000.0,23417944100.0,138133624400.0,22298629800.0,137551462200.0,22760831700.0,135157887200.0,23832477400.0,134846665100.0,22847205400.0,262189635800.0,148574228800.0,262364663900.0,148181560800.0,262548770500.0,79.0438107,60.24340687577452,20.8641637,138.1336244,142.33039266,97.76528771998657,22.7608317,262.5487705
21997155800.0,134559840400.0,22421369900.0,135385223300.0,22238231900.0,134759256400.0,22324245300.0,136628030000.0,22818706000.0,137543219600.0,21562758300.0,134737177400.0,22163427100.0,135217347500.0,22532510200.0,262369016800.0,148330608900.0,262283820300.0,148863589400.0,262702399500.0,79.06752786,59.78143493305009,21.9971558,137.5432196,142.07626554,98.2345615009067,21.5627583,262.7023995
20269833600.0,134818496500.0,21591954200.0,135232463500.0,21719291300.0,134541746500.0,22475041800.0,135685529500.0,22320017200.0,137556235300.0,22618346900.0,135103418900.0,22796996800.0,135238885700.0,22658109500.0,262612817400.0,148254735400.0,261973750500.0,148692161200.0,315085428500.0,78.62106094,60.03426171131401,20.2698336,137.5562353,147.50346508,106.18528928306935,22.6183469,315.0854285
21740326100.0,134433956900.0,20599035900.0,134774772400.0,21928732800.0,134934514600.0,22885687400.0,135895078800.0,23120166600.0,137556779400.0,22455189900.0,135339492500.0,23436110400.0,134770324800.0,22856571000.0,262549532600.0,148507699900.0,262286165800.0,148590279600.0,262515686100.0,78.78690509,59.81058556484998,20.5990359,137.5567794,142.33070526,97.89439613348728,22.4551899,262.5495326
21639245600.0,134660444500.0,22460869700.0,135054791700.0,22500604700.0,135207533900.0,22879170400.0,135745940700.0,22066475100.0,137746740700.0,22647947700.0,135115235700.0,21789669100.0,134917624400.0,21507604200.0,262318370100.0,148691160100.0,261989500500.0,148655982200.0,262638004000.0,78.9961817,59.75959025481344,21.6392456,137.7467407,142.0271098,98.2219698825751,21.5076042,262.638004
20698543700.0,134757086100.0,21680239900.0,135240821800.0,21329197900.0,134875684000.0,23169465100.0,135259426300.0,21649139900.0,137896951700.0,22891053500.0,134965118300.0,23297411900.0,135114977800.0,22534167600.0,262080074300.0,148710499600.0,262150491800.0,148238643700.0,262714222500.0,78.65565564,60.04023547889853,20.6985437,137.8969517,142.2696661,97.84155926787828,22.5341676,262.7142225
22484477500.0,134445156500.0,21652153300.0,135078043200.0,21827401000.0,134887921000.0,22575683500.0,135248650700.0,23049991000.0,138100432600.0,21830876100.0,134638451200.0,22588723500.0,135106459100.0,22290566500.0,262375226100.0,148742565700.0,262430817200.0,148362678600.0,315006382500.0,78.93499103,59.688724489034236,21.6521533,138.1004326,147.33727465,106.38389555970883,21.8308761,315.0063825
21526856800.0,134857834500.0,22272154000.0,134816756000.0,22499967600.0,135169078100.0,22288512200.0,135285879200.0,22397922100.0,137511474300.0,22079814600.0,135037902600.0,22178702000.0,134987023300.0,22353395200.0,262384515900.0,148540245900.0,262296614300.0,148677892100.0,262147399200.0,78.86264348,59.7360210028842,21.5268568,137.5114743,142.06835051,98.11409682371416,22.0798146,262.3845159
21132729300.0,134925062400.0,20727799500.0,134922107300.0,21773550700.0,135094171600.0,23012807400.0,135285743100.0,22669951200.0,137865399000.0,22836032000.0,135041074000.0,23468679300.0,135071377900.0,23094285300.0,262267280100.0,148259559300.0,262204638300.0,148188260400.0,262191092700.0,78.74093215,59.963671124876235,20.7277995,137.865399,142.26222793,97.70749329300784,22.836032,262.2672801
22787166200.0,134738553900.0,21192240100.0,135362778400.0,22395375100.0,135005010400.0,22989916500.0,134931458600.0,22732841000.0,137868943300.0,22342905100.0,134968790500.0,22938461400.0,135119440700.0,21809967200.0,262200993800.0,148631431800.0,261927691900.0,148665044300.0,262394789500.0,79.00042835,59.649734001868055,21.1922401,137.8689433,142.09995162,98.00795242971051,21.8099672,262.3947895
22108510000.0,134690208200.0,22130797700.0,135036002500.0,21887451200.0,199200.0,23375834100.0,135120723100.0,21155858900.0,137949384700.0,22620468100.0,134828239200.0,23336070000.0,135170496300.0,21975710400.0,262576673100.0,148583288400.0,262522398700.0,148246599600.0,262063810700.0,65.34549696,60.932654904883904,0.0001992,137.9493847,142.19237545,97.97856807662217,21.9757104,262.5766731
22419420800.0,134945860500.0,21409287100.0,135038671600.0,20953195400.0,134511531000.0,23199030400.0,148603726100.0,22811619100.0,137747162900.0,22166100200.0,135189076100.0,23108930300.0,135050866000.0,23078859500.0,262191552500.0,148677409200.0,262368558300.0,148727037700.0,262185374900.0,80.16395049,61.27581375295839,20.9531954,148.6037261,142.27437647,97.8663364356553,22.1661002,262.3685583
22688614100.0,134432470800.0,22030619200.0,134771522700.0,22422072400.0,135236555100.0,22169303400.0,134993104300.0,21921819900.0,137840409000.0,21617115700.0,135168902800.0,21920044100.0,134924677400.0,22501581600.0,262139110100.0,148370374000.0,262275440100.0,148679682000.0,262316865600.0,78.85064909,59.67333411357561,21.9218199,137.840409,141.99137934,98.17714443705248,21.6171157,262.3168656
21042487200.0,134669915900.0,21694118300.0,134938693900.0,21917325700.0,135317508900.0,23078189800.0,135005295900.0,21360669400.0,137856435000.0,22551602700.0,135261199600.0,23369743600.0,134995092400.0,22968941200.0,262150075200.0,148551692100.0,262092038000.0,148748273600.0,262615473600.0,78.688064,59.95428744747,21.0424872,137.856435,142.3304132,97.80793721590331,22.5516027,262.6154736
22074028800.0,134599251900.0,180800.0,135018603000.0,21924020100.0,135813049200.0,22960573000.0,135199663700.0,22881116200.0,137609382300.0,21431916600.0,135186480400.0,22427125400.0,134908484500.0,22437494000.0,261830976300.0,148793070500.0,262169672300.0,148953341800.0,262440387500.0,76.8079869,62.38896585336863,0.0001808,137.6093823,142.05789493,98.10810520991068,21.4319166,262.4403875
22034994600.0,135201355500.0,20603090300.0,249300.0,22828582100.0,135371969600.0,22974520200.0,135295449800.0,21523206000.0,137343298400.0,21634717300.0,135293649700.0,22330815600.0,134929895000.0,21495918100.0,261532099400.0,148754478300.0,261667214300.0,148701884800.0,262049371300.0,65.31767158,61.038498125452925,0.0002493,137.3432984,141.83900438,98.05610967645643,21.4959181,262.0493713
22046219100.0,135203902200.0,22195686900.0,135002083300.0,21013110400.0,135125380200.0,23349921800.0,135297835000.0,21698302600.0,137815784300.0,22852280900.0,135221066600.0,23390261000.0,134508026700.0,22788972700.0,261855078000.0,148523275800.0,262070529300.0,148553824200.0,262558942200.0,78.87482258,59.895385199090015,21.0131104,137.8157843,142.23222574,97.740812872212,22.7889727,262.5589422
22830348400.0,135079107200.0,21408714800.0,135108092600.0,21675635800.0,135063619700.0,21987497600.0,134981842900.0,151300.0,137849897600.0,21123901000.0,134968275600.0,21917333600.0,135090551900.0,21971026800.0,261263654000.0,148534653400.0,262006928700.0,148807146200.0,262478830800.0,76.59849079,62.5610711739598,0.0001513,137.8498976,141.8162302,98.18596307299732,21.123901,262.4788308
21574787500.0,135262554400.0,20748356000.0,135235530400.0,22486508100.0,230100.0,22843827400.0,134903953600.0,22747751700.0,137911283400.0,22082684300.0,134970381900.0,22892544000.0,134697917100.0,21816404000.0,261411281700.0,148330519500.0,261976567800.0,148634203500.0,262197868600.0,65.37147826,61.018953183958324,0.0002301,137.9112834,141.90103724,97.92203826600196,21.816404,262.1978686
21460328000.0,134954426200.0,22319718500.0,151400.0,21906306300.0,135045333700.0,22600536300.0,148894629800.0,21773414700.0,137721785800.0,22572448900.0,135290200500.0,23016396300.0,134691751700.0,22805637300.0,261764826200.0,148251043800.0,262014954100.0,148566095700.0,262336000200.0,66.66766307,62.861872366191605,0.0001514,148.8946298,142.13093547,97.77283159334154,22.5724489,262.3360002
22979627000.0,135004838100.0,21158872100.0,134986632000.0,22332394100.0,134699697600.0,22146270500.0,134954087600.0,22818098200.0,137702104400.0,22104559500.0,135208339200.0,22667374600.0,135058836300.0,21657796600.0,261664944800.0,148596767500.0,262007454400.0,148624752000.0,262117129300.0,78.87826216,59.66014714784922,21.1588721,137.7021044,141.97079542,97.99589191781283,21.6577966,262.1171293
22059997600.0,135017042400.0,21247410500.0,134918300500.0,21786076200.0,148471313500.0,23518288800.0,134995002700.0,22541956800.0,137595290900.0,22560019500.0,135000473100.0,23475841700.0,135075864700.0,22192372000.0,261290892100.0,148521322400.0,261782142600.0,148725571200.0,262119921600.0,80.21506799,61.247950327433074,21.2474105,148.4713135,142.07444209,97.6725080862009,22.192372,262.1199216
22357915400.0,135261864200.0,22440376900.0,135007033700.0,20815951400.0,166700.0,22510178600.0,135417535900.0,21447533200.0,137687201700.0,21695808800.0,134950126400.0,22233779000.0,135027670900.0,22801101700.0,261367873900.0,148658101800.0,262097216800.0,149110444300.0,262114237800.0,65.29457577,61.09008366232181,0.0001667,137.6872017,142.00563614,97.93313302937578,21.6958088,262.1142378
22619718900.0,135645803100.0,21196565200.0,135325006100.0,22415998800.0,135018092900.0,22577102200.0,148843645300.0,23190713100.0,138132175000.0,21440076800.0,135440611200.0,22561724100.0,135097727400.0,22551173400.0,261276099000.0,148472338200.0,261775836000.0,149190130100.0,262317108100.0,80.49648206,61.3655500898383,21.1965652,148.8436453,142.01228243,97.92384726255317,21.4400768,262.3171081
21273765400.0,135903456600.0,22091401200.0,135135046400.0,21910544800.0,148701991200.0,23264030700.0,135753368200.0,22509411000.0,137865328500.0,22670947500.0,134913686500.0,23393825800.0,134894139700.0,22837852200.0,261444333900.0,148261795300.0,261943345800.0,148575618600.0,262226000900.0,80.4408344,61.500337525056125,21.2737654,148.7019912,142.11615462,97.63715948071042,22.6709475,262.2260009
22529027000.0,135582524000.0,21989229300.0,134959357200.0,22010953700.0,135363189900.0,22893721600.0,135743975800.0,22703731400.0,137729442500.0,22130398700.0,135023292100.0,21968601500.0,135019792400.0,21967208400.0,261185133800.0,148343397700.0,261954001600.0,148828073400.0,262491454800.0,79.15051524,59.79852749345385,21.9892293,137.7294425,141.89113544,98.02523417560845,21.9672084,262.4914548
22261391200.0,136185632900.0,20713964400.0,135225621500.0,22691841100.0,134865727800.0,23225870900.0,135658392600.0,22868221400.0,137889456700.0,22410923100.0,135205313300.0,23216235800.0,135223603200.0,21872232100.0,261439121600.0,148468192400.0,261840828300.0,148887916500.0,262137155500.0,79.15861205,59.88791116129255,20.7139644,137.8894567,142.07015218,97.80001909457064,21.8722321,262.1371555
22223929400.0,137865537600.0,22032005500.0,135058300800.0,20985305200.0,134883084600.0,22784763300.0,135311166600.0,21490245100.0,137738249400.0,22335541600.0,135078974500.0,22658674300.0,134703638000.0,22547049000.0,261482604900.0,148450516800.0,262001391100.0,148784727200.0,262213592900.0,79.03725875,60.234563207307914,20.9853052,137.8655376,142.02567103,97.83628580253237,22.3355416,262.2135929
22873447300.0,137659996200.0,21870402100.0,134945075700.0,21727145000.0,135151067100.0,22210268700.0,135846036700.0,22364953300.0,137611216900.0,21196396400.0,135303058400.0,21915702400.0,134980537400.0,21947540700.0,261888265500.0,148410038800.0,262050017900.0,148751434900.0,262128064600.0,79.2259609,60.10803969828433,21.727145,137.6599962,141.8571057,98.21907781900588,21.1963964,262.1280646
21333074300.0,137568663300.0,21830250700.0,134775054000.0,22368755600.0,206100.0,23331375000.0,137658538400.0,22578773500.0,137916551200.0,22353159700.0,134976935500.0,23519645900.0,134997987800.0,22788176000.0,261331502100.0,148421757800.0,262053709600.0,148652902800.0,262275562200.0,65.93612421,61.527546710411485,0.0002061,137.9165512,142.13713394,97.67701581634853,22.3531597,262.2755622
22116415300.0,137913665300.0,22215702700.0,134985952900.0,21810891200.0,134931699800.0,23067036100.0,137747351200.0,22472990000.0,137922981700.0,22387947200.0,135179727300.0,23065517600.0,134897039700.0,22553899100.0,261722632500.0,148343323900.0,261883793000.0,148767984400.0,262245505600.0,79.51846862,60.28513265746013,21.8108912,137.9229817,142.10473703,97.79078649511902,22.3879472,262.2455056
22689265500.0,137507073000.0,21262281900.0,135113667100.0,22443882100.0,135057871600.0,23230574800.0,137904646600.0,22928350500.0,137689035300.0,22156208300.0,135394483900.0,23349658000.0,134735328000.0,21593367200.0,261560638400.0,148361927900.0,262013631100.0,148912819900.0,262046753100.0,79.58266484,60.16871419890846,21.2622819,137.9046466,142.01248158,97.88434449341506,21.5933672,262.0467531
22218973300.0,137752170800.0,21400170700.0,135088359100.0,21688208300.0,135031731100.0,23319593100.0,165194031500.0,22007677800.0,138047204100.0,22644802000.0,135152479500.0,23082596800.0,134865588700.0,22570222200.0,261483242900.0,148562405500.0,261876675800.0,148808393700.0,262111851400.0,82.17481198,63.88128299703877,21.4001707,165.1940315,142.11582585,97.70197147808634,22.5702222,262.1118514
22695570300.0,137760976200.0,22504898800.0,134789954400.0,20840721400.0,191900.0,22189761300.0,137934742200.0,22056516500.0,137948560600.0,21507207600.0,134817465100.0,21944257800.0,135169556200.0,22648204300.0,261273581900.0,148221865100.0,262109359600.0,148834030800.0,262004124700.0,65.87218936,61.68516300424445,0.0001919,137.9485606,141.85296531,97.98731442869993,21.5072076,262.1093596
22110285900.0,137708546500.0,21899801100.0,135065964400.0,22569894200.0,135271692000.0,22891996000.0,137712355100.0,23030072500.0,137535352500.0,21650684200.0,135067722800.0,23139258400.0,134662131000.0,22549853800.0,261592157100.0,148128367600.0,261849987100.0,148578706500.0,262016328900.0,79.57959602,60.17449437319687,21.8998011,137.7123551,141.92351974,97.82812158165558,21.6506842,262.0163289
21392388400.0,137448240800.0,22115334300.0,135091313800.0,21977330300.0,148701013500.0,23110032300.0,137765228500.0,22607023100.0,137515496700.0,22735352800.0,135027235800.0,22894521400.0,134599533300.0,22783887200.0,261529614000.0,148147184500.0,261820301300.0,148935778700.0,261504400100.0,80.77234017,61.803101734638325,21.3923884,148.7010135,141.99778091,97.60320277501481,22.7353528,261.8203013
23155860500.0,151630341900.0,22183453700.0,135051818600.0,22081778300.0,134944522100.0,23041044100.0,138024237500.0,23044022300.0,179058232600.0,22021108700.0,135230110200.0,22862612600.0,134969050200.0,21675871400.0,261454436400.0,147979757800.0,261719767000.0,148723595300.0,261547978200.0,85.22153116,67.08539045031927,22.0817783,179.0582326,141.81842878,97.82998384631236,21.6758714,261.719767
21590413000.0,137530874900.0,20954175200.0,134566893800.0,22674728800.0,201600.0,23263826300.0,138102161400.0,22656362800.0,137839003100.0,22249699200.0,135152298800.0,23624266800.0,135343689600.0,22161726900.0,261112975600.0,147809704100.0,262489484900.0,148749462900.0,261548908900.0,65.91786409,61.56931348062128,0.0002016,138.1021614,142.02422177,97.68556047221928,22.1617269,262.4894849
22566308900.0,137593337100.0,22304217700.0,134848035500.0,20577589500.0,135195790100.0,21969215100.0,151095515600.0,21690261100.0,137961291400.0,22248576500.0,135137969800.0,21791946700.0,135138227400.0,22520130800.0,261247699700.0,147688145700.0,261164882000.0,148600132500.0,261232863800.0,80.5801562,62.100854559529296,20.5775895,151.0955156,141.67705749,97.67953422733382,21.7919467,261.2476997
22631866900.0,137817369700.0,21841171400.0,135355371300.0,21671530600.0,135136863900.0,22777382300.0,151893118500.0,23098363600.0,137766570400.0,21106769500.0,135249966000.0,22883607800.0,134926139900.0,21534747100.0,261471348100.0,147910185600.0,261765260200.0,148612858900.0,261278758800.0,80.99896086,61.94149895079131,21.6715306,151.8931185,141.67396419,97.94188058633108,21.1067695,261.7652602
21127590400.0,137589386100.0,21204777400.0,135054002900.0,22306925800.0,135167937000.0,23098532800.0,179338172800.0,22024775200.0,151933745800.0,22606823400.0,134974021900.0,23165379800.0,134782418500.0,22617087600.0,261218913800.0,148094770100.0,261906102800.0,148366719300.0,261184571000.0,84.88458462,67.53201699436923,21.1275904,179.3381728,141.89168082,97.52679635666706,22.6068234,261.9061028
22130585300.0,137308862500.0,22553393000.0,134768621600.0,21599083600.0,135124834300.0,22248563400.0,137461726700.0,22352377000.0,165532105500.0,22328416500.0,134804596200.0,22867538000.0,134880510100.0,22121318400.0,261584733800.0,147615099600.0,261656210900.0,148635218600.0,261122679500.0,82.10801529,63.782559901588044,21.5990836,165.5321055,141.76163216,97.6789003073918,22.1213184,261.6562109
22401422600.0,137719475400.0,21601980800.0,135232820300.0,22357308800.0,135126117100.0,23605466800.0,137865445400.0,23109531200.0,138411711600.0,22265206400.0,135012600600.0,23411727500.0,135157083000.0,21528328400.0,261458611000.0,147783719300.0,261831541300.0,148487385700.0,261105482200.0,79.743128,60.22941555723962,21.6019808,138.4117116,141.80416854,97.69561578900905,21.5283284,261.8315413
22202052300.0,137906376100.0,21691245800.0,134946915700.0,23619078700.0,148538470800.0,22481253200.0,138099854400.0,22061588400.0,137829294100.0,22995295800.0,148622806900.0,22215426900.0,134969481500.0,22781286300.0,261863345300.0,147792903700.0,261348595200.0,148824371400.0,261215109200.0,80.93761295,61.79306928778385,21.6912458,148.5384708,143.26286222,97.58448623576213,22.2154269,261.8633453
22892337900.0,137734970500.0,22660011700.0,134976193200.0,20939479800.0,134801564700.0,22415026900.0,138091210700.0,22927017500.0,152738971800.0,21609762700.0,148560154200.0,22513740000.0,134944905800.0,21891153400.0,261541663500.0,148047391600.0,261885709800.0,148631995400.0,261153442900.0,81.01767847,62.025773360611424,20.9394798,152.7389718,143.07799193,97.87690108752673,21.6097627,261.8857098
21675516200.0,137685309100.0,22230565700.0,134858678400.0,22180972300.0,135023590800.0,22823771200.0,151327994000.0,22678566900.0,152838412200.0,22314963800.0,135557515500.0,23262247000.0,135054272200.0,22073040400.0,261647882500.0,147552963600.0,261722150900.0,148120386100.0,261177566900.0,82.33233768,63.543812359057746,21.6755162,152.8384122,141.84829889,97.64775261186801,22.0730404,261.7221509
21313194000.0,137791800800.0,22236007500.0,148708354500.0,21804370100.0,135041157700.0,22780473300.0,151773418900.0,22147394000.0,138944554500.0,24850932600.0,135381926400.0,22760515800.0,135140072400.0,23089230800.0,261262972000.0,147964198500.0,261610662800.0,148721640600.0,260917870700.0,82.25407253,63.643001377559955,21.313194,151.7734189,142.17000226,97.13957732592178,22.7605158,261.6106628
22691750800.0,152481992700.0,22314107700.0,135392607800.0,22101556800.0,135045054500.0,22659230100.0,151382334600.0,23382671300.0,139307117000.0,22384659700.0,134912910300.0,23161818900.0,134981722500.0,21486066600.0,261538074500.0,147895524500.0,261769149600.0,148918463600.0,261057682200.0,82.67584233,63.55288428742021,22.1015568,152.4819927,141.81060724,97.72093481992134,21.4860666,261.7691496
21851587100.0,138934644100.0,21321222200.0,202681180100.0,22194490000.0,135069724600.0,22366952100.0,151507145900.0,22332689400.0,138775946900.0,23077467500.0,135032426200.0,22664263900.0,134605170300.0,22519394600.0,261155483200.0,148063853500.0,261477598300.0,148574728600.0,261327947200.0,87.70355824,71.75891376450754,21.3212222,202.6811801,141.84983333,97.49888252049999,22.5193946,261.4775983
22514937200.0,138796285100.0,22700916000.0,162168084700.0,20721286900.0,135049763600.0,21805689500.0,137856846500.0,22530219900.0,138919693200.0,22104775400.0,135310289700.0,21964840000.0,135309416100.0,22761527600.0,261441878800.0,148064539500.0,261655744200.0,148556855800.0,261426865500.0,82.30637226,63.94082495157911,20.7212869,162.1680847,141.85967326,97.76209431920303,21.96484,261.6557442
22474107700.0,138745494800.0,21921080500.0,134775220200.0,21752233400.0,135162565300.0,23012697100.0,137632208600.0,23212301700.0,166961777200.0,21903398800.0,135110725800.0,23681810400.0,135263470300.0,22517688800.0,261598155900.0,147617493300.0,262032027100.0,148573479800.0,260923669100.0,82.56496865,63.99642776227482,21.7522334,166.9617772,141.92219193,97.59337696929025,21.9033988,262.0320271
21090157500.0,138952357400.0,21536909900.0,215911511300.0,22222836800.0,135273426200.0,22513897000.0,137522141800.0,22529519500.0,139096294400.0,25438946600.0,135119915300.0,22939293800.0,134948538900.0,22807039900.0,261621980200.0,147904975000.0,261722361700.0,148893853300.0,261288974200.0,87.66490518,73.06780966831315,21.0901575,215.9115113,142.26858789,97.19416151263272,22.8070399,261.7223617
22570297400.0,139068282000.0,22962684500.0,148504224100.0,21663599800.0,139932703000.0,22789532300.0,137528780900.0,23377562800.0,139065389100.0,22496780100.0,135028286500.0,23045798500.0,134893580800.0,21951943000.0,262347819100.0,147938392300.0,262086251300.0,148723750800.0,260904851600.0,81.74630559,62.338951826539876,21.6635998,148.5042241,141.9417454,97.78938367327673,21.951943,262.3478191
