indx,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+0,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+1,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+2,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+3,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+4,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+5,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+6,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+7,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+8,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+9,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+10,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+11,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+12,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+13,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+14,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+15,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+16,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+17,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+18,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+19,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+20,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+21,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+22,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+23,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+24,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+25,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+26,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+27,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+28,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+29,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+30,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+31,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+32,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+33,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+34,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+35,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+36,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+37,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+38,<class 'ShortCutEnvironment.ShortcutEnvironment'>+0.1+0.1+39,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+0,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+1,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+2,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+3,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+4,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+5,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+6,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+7,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+8,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+9,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+10,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+11,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+12,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+13,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+14,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+15,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+16,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+17,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+18,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+19,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+20,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+21,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+22,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+23,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+24,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+25,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+26,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+27,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+28,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+29,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+30,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+31,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+32,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+33,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+34,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+35,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+36,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+37,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+38,<class 'ShortCutEnvironment.WindyShortcutEnvironment'>+0.1+0.1+39,"NoWind,0.1,0.1,mean","NoWind,0.1,0.1,std","NoWind,0.1,0.1,min","NoWind,0.1,0.1,max","Windy,0.1,0.1,mean","Windy,0.1,0.1,std","Windy,0.1,0.1,min","Windy,0.1,0.1,max"
150.0,-100.0,-100.0,-100.0,-4.0,-100.0,-4.0,-100.0,-100.0,-100.0,-4.0,-100.0,-4.0,-4.0,-4.0,-100.0,-100.0,-5.6,-100.0,-100.0,-100.0,-100.0,-100.0,-2575.0,-4.0,-100.0,-1677.4,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-4.0,-100.0,-100.0,-4.0,-100.0,-4.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-151.56666666666666,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-192.4,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-174.95,466.58022148064,-2575.0,-4.0,-103.59916666666668,16.54730676306906,-192.4,-100.0
165.0,-100.0,-4.0,-100.0,-4.0,-4.0,-100.0,-100.0,-100.0,-100.0,-4.0,-100.0,-4.0,-4.0,-4.0,-100.0,-100.0,-4.0,-100.0,-100.0,-4.0,-4.0,-100.0,-2575.0,-4.0,-4.0,-1726.9,-100.0,-4.0,-4.0,-100.0,-4.0,-4.0,-4.0,-100.0,-100.0,-100.0,-4.0,-100.0,-100.0,-100.0,-100.0,-100.0,-150.4,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-115.26666666666668,-169.86666666666667,-100.0,-100.0,-100.0,-100.0,-100.0,-238.53333333333333,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-159.4,-100.0,-100.0,-100.0,-100.0,-100.0,-159.3475,474.9475431155935,-2575.0,-4.0,-108.33666666666667,26.599800569052963,-238.53333333333333,-100.0
180.0,-100.0,-100.0,-100.0,-4.0,-4.0,-4.0,-100.0,-100.0,-100.0,-100.0,-100.0,-4.0,-4.0,-100.0,-4.0,-4.0,-4.0,-1505.8,-100.0,-100.0,-4.0,-100.0,-2575.0,-4.0,-4.0,-100.0,-100.0,-4.0,-4.0,-4.0,-4.0,-4.0,-100.0,-4.0,-100.0,-4.0,-4.0,-100.0,-100.0,-100.0,-100.0,-100.0,-251.36666666666667,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-729.8666666666667,-100.0,-149.53333333333333,-100.0,-100.0,-152.8,-164.46666666666667,-443.2,-100.0,-365.76666666666665,-145.83333333333334,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-182.56666666666663,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-248.13333333333333,-100.0,-100.0,-100.0,-100.0,-151.42000000000002,457.73248216700676,-2575.0,-4.0,-145.83833333333334,120.28542019106607,-729.8666666666667,-100.0
195.0,-100.0,-4.0,-100.0,-4.0,-100.0,-4.0,-100.0,-100.0,-4.0,-4.0,-100.0,-4.0,-4.0,-100.0,-4.0,-100.0,-4.0,-100.0,-100.0,-4.0,-100.0,-100.0,-4.0,-4.0,-4.0,-4.0,-100.0,-4.0,-4.0,-4.0,-100.0,-4.0,-4.0,-4.0,-100.0,-4.0,-100.0,-100.0,-100.0,-4.0,-100.0,-100.0,-750.1,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-133.0,-100.0,-116.6,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.5,-100.0,-100.0,-100.0,-305.6,-100.0,-100.0,-100.0,-100.0,-47.2,48.36782147095477,-100.0,-4.0,-121.94500000000001,107.14941149915562,-750.1,-72.5
210.0,-100.0,-4.0,-100.0,-4.0,-100.0,-4.0,-100.0,-100.0,-4.0,-4.0,-100.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-100.0,-100.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-100.0,-4.0,-4.0,-4.0,-100.0,-4.0,-4.0,-4.0,-100.0,-4.0,-100.0,-4.0,-4.0,-4.0,-192.1,-116.96666666666668,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-499.3,-100.0,-116.23333333333332,-100.0,-100.0,-100.0,-100.0,-100.0,-226.6,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-614.8,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-32.8,44.55316616565669,-100.0,-4.0,-129.15,103.22144342028152,-614.8,-100.0
225.0,-4.0,-4.0,-100.0,-100.0,-100.0,-4.0,-100.0,-4.0,-4.0,-4.0,-100.0,-4.0,-4.0,-4.0,-100.0,-100.0,-4.0,-4.0,-100.0,-100.0,-4.0,-4.0,-4.0,-4.0,-100.0,-4.0,-100.0,-100.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-100.0,-4.0,-100.0,-4.0,-4.0,-4.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-212.2,-100.0,-224.03333333333333,-100.0,-138.83333333333334,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-146.73333333333332,-100.0,-100.0,-100.0,-100.0,-1057.0,-100.0,-398.3333333333333,-100.0,-100.0,-100.0,-100.0,-100.0,-37.6,46.37240558780622,-100.0,-4.0,-139.4283333333333,158.0598052182813,-1057.0,-100.0
240.0,-100.0,-4.0,-10.0,-4.0,-100.0,-4.0,-100.0,-100.0,-4.0,-4.0,-100.0,-100.0,-4.0,-4.0,-100.0,-4.0,-4.0,-4.0,-100.0,-100.0,-100.0,-4.0,-4.0,-4.0,-4.0,-4.0,-100.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-100.0,-4.0,-100.0,-4.0,-4.0,-4.0,-100.0,-281.06666666666666,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-166.9,-100.0,-499.3,-100.0,-153.03333333333333,-181.4333333333333,-100.0,-293.53333333333336,-100.0,-100.0,-100.0,-100.0,-100.0,-1043.8,-100.0,-100.0,-100.0,-439.9,-120.73333333333332,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-293.7333333333333,-100.0,-100.0,-100.0,-100.0,-100.0,-35.35,45.441170759565594,-100.0,-4.0,-161.83583333333334,170.58770398661352,-1043.8,-100.0
255.0,-4.0,-4.0,-100.0,-4.0,-100.0,-4.0,-100.0,-100.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-100.0,-4.0,-4.0,-100.0,-4.0,-100.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-100.0,-4.0,-100.0,-100.0,-4.0,-4.0,-100.0,-664.3,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-674.2,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-278.43333333333334,-100.0,-677.5,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-166.43333333333334,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-453.1,-100.0,-100.0,-28.0,42.0987849267374,-100.0,-4.0,-157.8491666666667,160.82454118610391,-677.5,-100.0
270.0,-4.0,-4.0,-4.0,-4.0,-100.0,-4.0,-100.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-100.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-100.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-100.0,-4.0,-100.0,-100.0,-4.0,-4.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-162.7,-100.0,-100.0,-74.53333333333333,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-40.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-20.8,36.9415338484601,-100.0,-4.0,-99.43083333333333,14.470910771164633,-162.7,-40.0
285.0,-4.0,-4.0,-4.0,-4.0,-100.0,-4.0,-100.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-100.0,-4.0,-4.0,-4.0,-46.333333333333336,-100.0,-100.0,-100.0,-100.0,-100.0,-102.43333333333334,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-684.1,-100.0,-100.0,-60.53333333333333,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.2,-117.03333333333332,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-11.2,25.607691152344177,-100.0,-4.0,-112.24083333333333,93.41741374160897,-684.1,-46.333333333333336
300.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-100.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-100.0,-4.0,-4.0,-4.0,-17.666666666666668,-358.4,-100.0,-100.0,-100.0,-100.0,-112.96666666666668,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.23333333333333,-80.56666666666666,-100.0,-330.46666666666664,-100.0,-100.0,-100.0,-100.0,-212.2,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.2,-100.0,-100.0,-100.0,-55.73333333333333,-155.56666666666666,-687.4,-100.0,-100.0,-100.0,-100.0,-100.0,-8.8,21.189257074862635,-100.0,-4.0,-125.40999999999997,109.60651929162367,-687.4,-17.666666666666668
315.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-100.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-100.0,-463.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-268.1333333333333,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.03333333333333,-95.93333333333334,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.43333333333333,-100.0,-100.0,-257.96666666666664,-100.0,-100.0,-100.0,-100.0,-6.4,15.178932768808226,-100.0,-4.0,-115.0875,67.81347708605884,-463.0,-51.43333333333333
330.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-17.666666666666668,-202.3,-19.03333333333333,-100.0,-100.0,-100.0,-84.06666666666666,-100.0,-100.0,-100.0,-19.53333333333333,-100.0,-100.0,-19.0,-100.0,-100.0,-331.9,-100.0,-100.0,-98.76666666666668,-291.2,-2525.5,-100.0,-100.0,-58.16666666666666,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-4.0,0.0,-4.0,-4.0,-164.17833333333334,387.2146404891178,-2525.5,-17.666666666666668
345.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-16.8,-100.0,-100.0,-100.0,-100.0,-100.0,-22.866666666666667,-132.66666666666666,-100.0,-100.0,-100.0,-54.43333333333333,-72.3,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-29.8,-246.8333333333333,-100.0,-100.0,-270.8,-100.0,-100.0,-100.0,-4.0,0.0,-4.0,-4.0,-101.16250000000001,43.08285543387512,-270.8,-16.8
360.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-17.866666666666667,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-107.83333333333331,-100.0,-100.0,-100.0,-100.0,-50.06666666666667,-100.0,-100.0,-100.0,-100.0,-21.23333333333333,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-132.33333333333334,-100.0,-100.0,-100.0,-4.0,0.0,-4.0,-4.0,-95.73333333333332,20.141829022044547,-132.33333333333334,-17.866666666666667
375.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-17.466666666666665,-17.933333333333334,-100.0,-100.0,-100.0,-345.2,-100.0,-17.8,-100.0,-100.0,-100.0,-40.06666666666667,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.4,-100.0,-23.466666666666665,-100.0,-100.0,-100.0,-100.0,-100.0,-585.1,-100.0,-100.0,-100.0,-20.4,-100.0,-100.0,-100.0,-100.0,-303.06666666666666,-53.63333333333333,-100.0,-100.0,-4.0,0.0,-4.0,-4.0,-109.61333333333332,97.76889891699507,-585.1,-17.466666666666665
390.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-268.8666666666667,-17.966666666666665,-100.0,-100.0,-100.0,-150.4,-100.0,-100.0,-100.0,-100.0,-100.0,-67.2,-17.0,-100.0,-176.46666666666667,-152.8,-100.0,-100.0,-100.0,-100.0,-100.0,-16.7,-100.0,-397.1666666666667,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-193.2,-54.56666666666667,-100.0,-100.0,-4.0,0.0,-4.0,-4.0,-110.30833333333332,63.27236325258406,-397.1666666666667,-16.7
405.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-100.0,-17.7,-100.0,-100.0,-100.0,-151.16666666666666,-100.0,-16.766666666666666,-100.0,-189.1,-17.033333333333335,-30.23333333333333,-17.066666666666666,-100.0,-100.0,-76.03333333333333,-100.0,-100.0,-218.8,-100.0,-56.5,-16.733333333333334,-100.0,-195.7,-17.866666666666667,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-568.6,-100.0,-20.4,-100.0,-100.0,-100.0,-100.0,-598.3,-4.0,0.0,-4.0,-4.0,-115.2,118.46106384261304,-598.3,-16.733333333333334
420.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-17.1,-16.8,-58.46666666666667,-100.0,-100.0,-100.0,-100.0,-61.66666666666666,-100.0,-364.0,-100.0,-26.2,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.03333333333333,-17.366666666666667,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-25.166666666666668,-79.46666666666667,-66.1,-100.0,-100.0,-4.0,0.0,-4.0,-4.0,-92.63416666666667,51.8102199201725,-364.0,-16.8
435.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-16.766666666666666,-100.0,-100.0,-100.0,-100.0,-100.0,-5102.8,-100.0,-100.0,-18.9,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.96666666666667,-215.6,-100.0,-100.0,-19.3,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-20.9,-4.0,0.0,-4.0,-4.0,-218.9058333333333,792.6513144260828,-5102.8,-16.766666666666666
450.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-17.666666666666668,-17.333333333333332,-100.0,-17.5,-100.0,-19.166666666666668,-100.0,-16.133333333333333,-100.0,-436.6,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-19.666666666666668,-100.0,-100.0,-22.53333333333333,-20.5,-100.0,-100.0,-100.0,-17.9,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-29.7,-4.0,0.0,-4.0,-4.0,-88.36749999999999,66.47357056254259,-436.6,-16.133333333333333
465.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.36666666666666,-17.1,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-439.9,-100.0,-20.266666666666666,-100.0,-19.83333333333333,-18.33333333333333,-17.633333333333333,-20.066666666666663,-100.0,-100.0,-100.0,-18.03333333333333,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-34.233333333333334,-4.0,0.0,-4.0,-4.0,-91.91916666666667,64.90293163563788,-439.9,-17.1
